<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200129;160000;1.0997900;1.1001000;1.0991000;1.0992500;76627
20200129;170000;1.0991700;1.1002900;1.0991000;1.0995900;85947
20200129;180000;1.0996000;1.1010000;1.0993000;1.0998600;112675
20200129;190000;1.0998700;1.1005100;1.0995000;1.1003700;72387
20200129;200000;1.1002800;1.1006200;1.0997000;1.1004800;43295
20200129;210000;1.1004900;1.1005600;1.0999000;1.1001600;39206
20200129;220000;1.1001200;1.1020900;1.0997000;1.1020200;87527
20200129;230000;1.1019800;1.1020700;1.1002000;1.1006400;91691
20200130;000000;1.1006700;1.1011300;1.1000000;1.1010000;26115
20200130;010000;1.1009300;1.1012600;1.1005500;1.1009000;24944
20200130;020000;1.1010000;1.1018100;1.1007000;1.1013700;29517
20200130;030000;1.1013800;1.1017200;1.1011000;1.1012500;28635
20200130;040000;1.1013000;1.1015700;1.1009000;1.1011000;33332
20200130;050000;1.1011000;1.1013300;1.1009000;1.1012100;29095
20200130;060000;1.1012100;1.1016000;1.1010000;1.1015200;29968
20200130;070000;1.1015000;1.1017200;1.1013000;1.1016700;23094
20200130;080000;1.1017100;1.1017300;1.1011000;1.1012500;24718
20200130;090000;1.1012900;1.1013700;1.1008000;1.1009900;32897
20200130;100000;1.1009900;1.1015100;1.1005000;1.1011500;89660
20200130;110000;1.1011600;1.1019000;1.1008000;1.1016700;89360
20200130;120000;1.1016600;1.1021300;1.1013000;1.1018900;73034
20200130;130000;1.1019000;1.1020300;1.1010000;1.1014400;65982
20200130;140000;1.1014400;1.1024300;1.1012000;1.1023000;62726
20200130;150000;1.1023000;1.1027200;1.1018000;1.1022800;103668
20200130;160000;1.1022800;1.1032000;1.1016000;1.1025300;130841
20200130;170000;1.1024500;1.1029400;1.1014000;1.1025700;115714
20200130;180000;1.1025800;1.1036500;1.1022000;1.1035100;122343
20200130;190000;1.1034700;1.1035900;1.1023000;1.1030700;95032
20200130;200000;1.1030700;1.1038200;1.1028000;1.1037600;66873
20200130;210000;1.1037700;1.1038600;1.1029000;1.1033900;54064
20200130;220000;1.1034300;1.1039400;1.1028000;1.1030000;66218
20200130;230000;1.1030000;1.1037200;1.1027000;1.1032300;81023
20200131;000000;1.1031700;1.1034900;1.1028600;1.1030700;27819
20200131;010000;1.1030400;1.1035400;1.1028300;1.1031200;26120
20200131;020000;1.1030900;1.1033300;1.1026000;1.1028400;18832
20200131;030000;1.1028200;1.1033100;1.1025000;1.1031600;31521
20200131;040000;1.1032200;1.1033700;1.1025000;1.1029100;37761
20200131;050000;1.1029100;1.1033300;1.1025000;1.1026300;42675
20200131;060000;1.1026300;1.1026400;1.1022000;1.1023900;31765
20200131;070000;1.1024300;1.1024500;1.1021000;1.1024300;17132
20200131;080000;1.1023500;1.1026000;1.1019000;1.1021600;21657
20200131;090000;1.1021700;1.1024200;1.1017000;1.1020400;32238
